POCP	GCF_900188415.1.faa	GCF_900142975.1.faa	GCF_900141855.1.faa	GCF_900141715.1.faa	GCF_900130035.1.faa	GCF_900129005.1.faa	GCF_900119795.1.faa	GCF_900119185.1.faa	GCF_900116665.1.faa	GCF_900116365.1.faa	GCF_900114265.1.faa	GCF_900112395.1.faa	GCF_900107625.1.faa	GCF_900103215.1.faa	GCF_900102915.1.faa	GCF_900102055.1.faa	GCF_900101815.1.faa	GCF_900099995.1.faa	GCF_023721415.1.faa	GCF_022807975.1.faa	GCF_022662195.1.faa	GCF_021728415.1.faa	GCF_019312585.1.faa	GCF_017814435.1.faa	GCF_016827595.1.faa	GCF_015767265.1.faa	GCF_015476115.1.faa	GCF_014855495.1.faa	GCF_014646675.1.faa	GCF_014646655.1.faa	GCF_014641635.1.faa	GCF_014640155.1.faa	GCF_014596935.1.faa	GCF_014295415.1.faa	GCF_013402795.1.faa	GCF_011927795.1.faa	GCF_010671605.1.faa	GCF_010671595.1.faa	GCF_010671565.1.faa	GCF_009901585.1.faa	GCF_009371985.2.faa	GCF_009193215.1.faa	GCF_009014635.1.faa	GCF_008367235.1.faa	GCF_007997155.1.faa	GCF_006974145.1.faa	GCF_006494535.1.faa	GCF_005943945.1.faa	GCF_005047595.1.faa	GCF_004799345.1.faa	GCF_004362865.1.faa	GCF_003813905.1.faa	GCF_003626755.1.faa	GCF_003610635.1.faa	GCF_003413745.1.faa	GCF_003386195.1.faa	GCF_003353425.1.faa	GCF_003337215.1.faa	GCF_003253545.1.faa	GCF_003008425.1.faa	GCF_002973595.1.faa	GCF_002966125.1.faa	GCF_002954355.1.faa	GCF_002954325.1.faa	GCF_002943755.1.faa	GCF_002943715.1.faa	GCF_002895005.1.faa	GCF_002806995.1.faa	GCF_002072105.2.faa	GCF_001761325.1.faa	GCF_001678675.1.faa	GCF_001653755.1.faa	GCF_001637325.1.faa	GCF_001439665.1.faa	GCF_000973105.1.faa	GCF_000941055.1.faa	GCF_000757385.1.faa	GCF_000746845.1.faa	GCF_000733475.1.faa	GCF_000518485.1.faa	GCF_000430665.1.faa	GCF_000425645.1.faa	GCF_000425305.1.faa	GCF_000424985.1.faa	GCF_000423065.1.faa	GCF_000422365.1.faa	GCF_000382125.1.faa	GCF_000348685.1.faa	GCF_000260835.1.faa	GCF_000260115.1.faa	GCF_000243235.1.faa	GCF_000224085.1.faa	GCF_000220525.1.faa	GCF_000196315.1.faa	GCF_000190595.1.faa	GCF_000154725.1.faa	GCF_000153485.2.faa	GCF_000024125.1.faa	GCF_000023465.1.faa	GCF_000023285.1.faa
GCF_002973595.1.faa	52.68967444459969	53.23226544622426	50.39093041438624	71.18380062305296	47.98263944703424	51.511535401750194	45.81606018731767	45.64036222509703	50.75167037861915	53.60506180105945	64.5070817557145	64.29731925264012	56.54648956356736	47.30447092131651	52.86357286978116	52.492077211178334	49.614025906057826	61.08341193909177	55.597408467681184	52.31371452537397	60.9397315052842	68.20319849482597	53.85114318144966	64.8301574150787	53.957162387969014	41.26206598472842	55.41583309517005	52.72429332240884	54.48055893074118	63.36503291880029	60.53211586901763	51.56828052115168	62.14631285735229	53.23834196891192	53.61624136472578	51.66569257744009	49.75308641975308	52.836605348585564	54.66310310873541	49.59000390472472	51.24900345469041	48.98527004909984	51.9753086419753	50.04572175048988	50.56115925557607	63.14031180400891	59.612179972731404	50.133547008547005	57.18439173680183	53.612982241273734	55.27221526908635	54.53037841097542	46.361311322948154	58.72046294807909	54.004329004329	65.62111801242236	52.46078129806213	56.581758422350035	51.53955471340596	56.8427961929767	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002966125.1.faa	50.4257907542579	51.661207299953205	46.53884111095446	60.16441171433464	42.6063829787234	49.73423358712829	44.92582602832097	43.25080430829487	47.03922459488111	51.69750603378922	53.23664122137405	48.626010286554006	55.38916942364618	43.50303951367781	55.203002388263386	64.59676151548499	46.09175870858114	52.7046783625731	52.031043593130775	48.797930614729154	52.48403675439962	60.18630326030705	76.90655209452201	49.73727668518241	66.34455181606131	43.00314465408805	54.09069658719028	48.70958172649066	49.308678993836416	53.38983050847458	60.49211575116964	60.39744499645139	50.929487179487175	76.9615728328865	51.62776412776413	52.674437170684975	54.21076166343718	55.63858695652174	54.564950980392155	48.77499295972965	50.35277177825775	43.913908482546574	65.89252415663672	46.57902176986147	60.808299783214615	52.82447372406482	54.684385382059794	48.47256406544086	57.22203560631508	53.923710300789786	56.04887282739631	50.0	43.49831691809001	59.60992907801419	65.36436215389843	53.899982932240995	68.67083262962338	55.63226744186046	53.56397774687065	56.08561581715944	54.26992896606156	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002954355.1.faa	47.89773602340983	48.8621997471555	42.810271041369475	53.63099374565671	42.10905164657189	48.604245420180284	44.349461446401094	40.61703934333428	46.21165644171779	47.09719504240052	48.291325189423226	47.09907765545969	54.293286219081274	39.56226801484705	51.773663263540406	53.15387065944568	41.92577733199599	49.474618913719105	50.19253306546124	46.262906457081215	45.85042600189334	53.69268463423171	55.642376885335274	45.69778048038918	55.093765838824126	41.22988688864107	47.14240606251974	46.778795614957204	45.65878378378378	48.22557122022363	54.23699015471167	52.76427156491986	47.31200259866819	56.44049346879536	49.307823922849586	46.84466019417476	47.389073347419256	50.025839793281655	49.542280837858804	42.75537825901126	45.65724278635967	43.46309217774513	56.310178817056396	43.198397940208835	48.76862745098039	48.08282208588957	52.02964460165067	44.7831184056272	49.94038494293987	50.22154055896387	50.9427374301676	45.7027977885743	38.95187704711514	53.19416951592586	55.27222605099931	49.54986149584488	55.70400822199383	53.53255856852979	55.49479626036338	56.979742173112335	51.24760076775432	55.73972844295538	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002954325.1.faa	55.72760072158749	45.99969169107446	50.36964709164457	51.41166525781911	39.78306508047586	45.00497371038795	42.34354194407457	42.54671280276817	44.91690372810301	49.64234620886982	46.966495623302144	43.816305769510244	46.91527753909606	45.38384345208229	47.01919838329404	46.62109678421625	48.655085458111515	45.56101792943898	51.304631441617744	47.90914560770156	45.83653994151147	52.73284522390601	50.63581773225009	43.461481371530354	47.66370516617308	38.17588564325668	47.03526875096258	53.182751540041075	44.38229972034874	45.76619273301738	49.47836497349068	46.93627450980392	46.50094996833439	49.79721389525657	56.73952641165756	57.29610348635431	51.215917464996316	61.9550637156271	53.22531798909752	55.0849818891056	54.9067084460903	42.60481712756467	47.68200836820083	50.33566433566433	42.79155188246097	45.93502021260667	48.999343832021	52.65645138192754	49.15422885572139	55.64957690393231	60.540173263122135	45.18603133159269	47.51142398419167	48.53044086773968	47.00654033204763	48.239258635214824	48.524262131065534	46.36200716845878	45.778997940974605	49.93737699051709	48.43238184370613	51.64665523156089	48.68627109796416	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002943755.1.faa	48.596996814803575	48.72433105164903	43.9521800281294	53.927595628415304	40.834364504154145	47.33447979363714	42.76348966212809	41.417806307563495	46.314199395770395	49.80744544287548	49.65737779808131	45.382585751978894	50.572916666666664	40.2502211550613	51.36928048987923	57.00846660395108	42.364740782596414	48.5489281026688	50.20582907953236	46.456214903627256	49.021435228331775	55.03955968352253	65.98250936998036	46.24138963761605	59.57800299052999	40.80288536929591	50.4507304942493	46.05710903979879	45.946843853820596	49.641205549354176	55.044920525224605	56.12948876702636	48.66549464599648	64.967925873129	50.46714657681115	50.70063694267516	51.99226880761225	55.088907705334464	53.07868601986249	48.65851945497963	49.05199655271474	44.53660295708619	59.7025016903313	44.63404315329291	53.142857142857146	49.57703927492447	53.47026668875269	47.58809936452917	54.07804387874728	54.356568364611256	54.7700754975978	46.23496457406492	42.336402090072156	54.481173767014326	58.77371273712737	51.54867256637168	61.24957898282249	50.62488679587032	51.20471485526088	53.94213381555154	50.2676322418136	66.93813897071564	52.25035161744023	53.90798700188131	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002943715.1.faa	45.14293105678438	44.60745440126884	41.36760426770126	49.485273091221046	44.66519499632082	42.44701823558403	48.94877945534076	39.73988439306358	41.73756122712039	44.99321573948439	48.61778066190785	47.36180904522613	45.83937373151638	39.33267042315766	43.23785093344734	43.81319850984566	41.13423390531824	47.37961225766104	44.84814866176674	42.55209007376731	45.30095036958817	49.43901035673188	43.68788013647827	45.80348004094166	42.69945507894369	39.93346640053227	43.30427892234548	42.471824743573514	50.363229952500696	46.03860170063436	46.00057753393012	42.35016934177588	47.139959432048684	42.87407407407407	43.75896700143472	44.49986519277434	42.878942014242114	43.84495243504188	45.49004295197189	39.953978442533604	42.80246913580247	45.46678635547576	45.20839240147434	40.96488030137319	41.35032181794299	47.80871358597577	46.57839721254356	42.65690895559415	46.124630749753834	44.97607655502392	45.29141544645421	49.4519217427501	38.001307759372274	44.73877851361296	43.93638170974155	47.87567721699458	42.00113058224986	44.60129148520799	42.88403069349935	46.490701859628075	47.99732977303071	43.30583297148647	41.62027541752124	41.17394416607015	42.66531908749639	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002895005.1.faa	50.05397070161912	51.80379746835443	46.515281348186235	65.57063326374391	45.08920526220941	47.75836972343522	47.885636021229246	43.72343440068008	49.124692874692876	55.078380143696926	58.445579811116275	53.26184092940125	63.517338995046	42.93401665598975	54.30601282273436	56.96969696969697	45.96184191651126	59.83108608682768	53.093042749371335	49.83798796482024	58.13586097946287	65.4924640729057	62.07461328480437	55.93607305936074	58.653358145829806	45.50965066198756	59.832437559279164	49.84212900315742	53.382949932341006	60.61982800584131	67.99295774647888	57.763751127141575	57.89559277931371	60.82848837209303	51.02009032860925	52.106286454957875	52.16077364762768	54.13144730032775	52.94391797421159	46.940522036799315	50.07295010213014	46.3773446119897	57.26584022038568	47.31490763282257	55.63059525679284	58.6916461916462	63.07977736549165	48.51819248826291	62.90295070782875	54.38566552901024	54.03846153846153	53.246099647710125	42.98865069356872	67.92214813479906	58.436853002070386	59.70873786407766	58.662092624356774	65.67522630703861	55.36124359653771	62.15418664699372	59.38500960922486	60.69221260815822	54.80286738351254	50.200383342045654	56.426056338028175	45.2185391610443	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002806995.1.faa	53.963278101209134	53.2139577594123	51.28880266075389	66.5548473666555	52.038868644803046	53.063241106719374	46.341866226259285	47.92354235423542	50.86232530478739	54.1653518460082	64.66356960887157	60.56581986143187	57.62018411183089	48.06085546826287	52.56474519632415	51.66563849475633	50.70285316631872	56.42682751687491	54.23207638776502	53.02464525765497	60.14669926650367	66.62162162162161	53.73970923103871	64.35731132075472	51.6734693877551	42.34150856085146	55.87155963302752	53.53241077931536	53.019915115899444	64.340599027756	60.230743128605354	52.02292064594548	64.01068678296402	52.133613151451556	51.062547098718916	55.77826495458817	49.07786885245902	52.18765596406588	51.676439633137875	48.581314878892734	50.59422750424448	50.0	50.066423115244106	50.7711546477699	50.6002127336271	60.06541778174249	56.031255087091004	48.506401137980085	57.54484120454172	52.99637800460981	54.24671385237614	52.63157894736842	45.43222003929273	57.227138643067846	53.32778702163061	63.64092276830492	51.12508272667108	57.490669984005685	51.165957446808505	56.174591909155424	63.84329513781356	52.816062616981455	48.03244735933724	48.0933982865782	49.6946046827282	46.58703071672355	58.503283788454894	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002072105.2.faa	68.95037329819938	52.475247524752476	60.547087642896024	56.62947161142107	47.786259541984734	53.60310421286031	45.353159851301115	48.933009184224744	52.04141149023038	54.6676970633694	54.10727406318884	53.82436260623229	51.33377792597532	54.81536007851797	50.61304561059343	51.17896009673518	56.36189695230286	52.24806201550387	57.867215972112184	55.500219715834184	52.26183343319353	56.85723727693325	52.01164184215031	51.417004048582996	50.327633050982904	40.68027210884353	53.537170263788965	65.41374874946405	49.201022690955575	51.359655861115385	52.32326584799204	48.98998472245798	54.103156274056964	50.97435897435898	63.08556228757204	64.77447069653269	52.843193566915566	62.68923978512127	56.08137992038921	59.20891667799375	60.88888888888889	46.230982019363765	51.527461813454664	58.04338927548096	45.43423208699538	51.020705745115194	51.266932270916335	60.23457134878526	50.78112417458528	57.3960683209797	66.25453346521596	51.27635960044395	54.229096181730306	50.38167938931297	51.22110061869098	53.336604514229634	50.77720207253886	50.18232332002084	50.32462127517896	52.86061026352289	55.037936267071316	52.18838409053087	52.04184947688154	61.98849630238291	51.941586458679055	46.41261864879955	51.993916863805346	54.84344422700587	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001761325.1.faa	51.485884101040114	51.15003808073115	46.212225748585624	58.26797930919406	51.36347946151191	49.93675333801827	50.049293460400925	45.693550595645625	49.519017315376644	52.55142094520333	59.8299522673031	52.17703693059348	52.31473630659658	44.11180124223603	49.684175531914896	50.237912509593244	47.83813747228381	52.15899342293394	52.62479871175524	53.270889087124594	51.96958174904943	58.443958998487645	52.80487804878049	51.357300073367576	51.85185185185185	47.3288302118514	50.28154010044133	50.88457076566125	58.9085593633263	54.447565543071164	55.40928270042193	49.4300518134715	53.456365342508604	51.27848321447208	50.090009000900096	55.01012934393018	49.13303220166108	50.4303210857332	51.45166117928763	45.97574421168688	48.33075080997323	51.99718458560619	50.70213117462416	47.551189817376866	48.80520266182698	53.58887080065118	50.66407515387107	47.259594958221214	53.127046496398165	50.434070434070435	52.99245599329422	56.896551724137936	42.018348623853214	54.332067656196074	53.385201125641444	54.39880259437885	50.05761316872428	51.94414987628137	49.47511005756857	52.42632786306688	55.031591924795805	51.54028436018957	48.15450643776824	46.8081550802139	48.0	49.59648874415971	54.06566958913529	56.92256673851765	51.630699334739575	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001678675.1.faa	50.0709585859889	55.3124176113894	46.11756168359942	57.58483033932136	42.58253851797505	51.9542772861357	43.35162515829464	44.954348870735224	48.148624325019284	50.6765899864682	57.52750809061489	53.496240601503764	58.8031222896791	45.48561349355087	52.79238311780588	52.05679405520169	51.23224474930193	60.4865876481597	51.91536440326373	47.773331612236994	52.922590837282776	58.04647160068846	51.51604792190504	53.73915262889229	53.615716873345406	39.93364299933643	55.18967334035827	50.47366426676771	48.64864864864865	57.6793646520393	59.53066513101065	52.106885919835555	53.135536075522595	52.73264401772526	50.99518667880838	47.91610648023663	48.465246067985795	49.20005663315871	49.59106841490328	44.919656880512264	48.62068965517241	41.542362768496425	51.75289793610405	48.09067765789793	55.024236866238695	58.4983286191823	57.17859624739402	48.53996535511012	53.850469911628565	50.547291608195344	52.891497280274834	51.07236751072367	43.247063940843844	55.64196625091709	55.7632398753894	53.38356553881148	53.029875986471254	55.457403802964514	51.248736826909195	54.65011961722488	57.483355525965386	51.68133929860008	48.831434414256506	44.88222698072805	48.22919665994817	47.32805541810985	56.87335478210003	55.842314237095856	49.944320712694875	50.6282648595228	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001653755.1.faa	56.264236902050115	55.15576323987539	49.535342157138835	59.695622435020525	46.291379005133656	56.19799139167863	48.342029961285974	44.71919530595138	49.80338777979431	51.78341902313625	55.6334807135234	53.81567361314939	57.82336578581363	45.0853889943074	55.40793731902573	59.13657770800628	47.150332343374345	55.57015622718645	55.3833470733718	50.18994073848959	51.508553654743395	60.16190148122632	61.16175156389634	51.88905547226387	59.607386458160036	43.06798555503219	53.205726735138505	52.244111983409866	50.249500998003995	53.361009101069776	58.35640138408304	55.99645704162977	52.47239558329333	61.36688079942898	55.635638705719984	53.587372448979586	53.929740994343554	56.53722231643208	56.72326755392382	49.6695260863451	51.78314639056658	47.43589743589743	63.016249153689905	48.38345333898066	52.76016700170094	54.77918935269207	55.63111627135512	52.54482359745518	55.84437363743082	55.52013422818792	58.91752577319588	50.81669691470054	44.80697384806974	56.753407682775716	60.51560379918589	54.41376959781867	61.66947723440135	56.303283148920734	57.87189724006249	60.847519014849695	56.51008827238335	61.21811556480999	61.566901408450704	54.06747730775818	60.553633217993074	47.22463139635733	57.7574047954866	54.638124362895	58.258557660352274	53.42234240324488	54.13663880080715	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001637325.1.faa	50.880307737831046	53.21504397937519	46.26168224299065	55.46330122882763	42.744289884939036	51.945688689809636	46.13246116107931	43.46699399890889	47.789566755083996	50.031259768677714	52.62141690182682	50.257584430452205	59.179885251434364	43.90394850847878	54.623655913978496	68.94865525672371	45.686680469289165	53.83739142816461	52.74883795480045	47.890451517394524	48.78861296184131	55.869565217391305	65.45328479805859	50.5552308591467	68.55295068714632	42.04493351673545	50.621212121212125	49.18411552346571	47.6721629485936	50.411682460773655	57.389989922741016	59.92438563327032	49.30717733146505	70.09345794392523	51.00821508588499	48.92956872479057	50.058038305281485	50.8647669247241	51.25912680673521	44.982841455044614	48.31649831649832	42.857142857142854	72.93653403485696	46.410362408708835	61.135371179039296	51.73887415266726	52.99048847331937	49.33709449929478	53.31595241974906	50.945549396804694	53.82048715382049	48.901363271852446	41.248171623598246	56.27683324746694	70.31301482701812	50.38066865276398	69.83944954128441	56.19834710743802	59.44397641112047	57.865168539325836	51.733660632095734	65.94239514906518	57.191663819610525	48.129053716946615	59.87571380584481	44.33164128595601	58.07389668149162	51.336633663366335	52.05103359173127	49.926120505664095	52.65748031496062	62.88261015808947	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_001439665.1.faa	51.42430819316333	52.28250312196475	50.14577259475219	58.82441597588546	48.38408949658173	52.391388423359544	44.09928656361474	45.764631843927	51.033923503176105	51.732991014120664	55.71739722297849	60.399947375345356	56.10949686496406	47.158306488725266	50.21027335536197	52.57789576638257	46.284041740900996	58.027763226820326	53.6193812025686	50.61074918566775	52.41790217541915	57.500379190050054	49.51425885302413	58.33445085154888	49.58811415122095	41.30799329234209	52.7797033134618	50.55717697001857	51.02220914840417	55.53191489361702	53.98203136896604	49.12935323383085	56.893121091529274	48.80300422469097	48.700054734537495	49.15710440572319	46.34243837441706	48.09994015559545	48.41616602949208	44.64421372499367	46.570210567110195	47.41501976284585	51.33681852128454	46.46759847522237	47.739178384339674	54.99391809704014	53.6825117370892	46.11190445281059	51.540740740740745	50.73365940417963	51.521113970031784	53.72371495327103	42.724282635817175	51.36730888750777	52.40161604070028	53.839218632607064	48.28048235819563	55.158730158730165	52.59621258399512	54.17657314946901	59.86537652503156	48.854961832061065	48.662440080408224	45.004527618472686	47.41891274554591	46.08695652173913	55.79811116271869	56.73610070433088	52.446730345334316	50.402744630071595	54.77022653721683	53.194084464095134	51.07678597950394	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000973105.1.faa	62.0438841071645	48.354774863928746	72.75838466803559	50.106496272630466	41.63817858607958	47.88047255038221	40.40762656147272	46.62208116073453	45.23924601256646	50.21551724137932	48.85078438526085	54.32885114413777	46.183926645091695	64.31184031769254	43.941605839416056	47.99601692805576	61.40812821980538	49.66521790203219	51.93427351533187	50.20012128562765	47.92438843587843	48.5140562248996	44.482711117233784	48.608111351091914	43.21824104234528	36.8231046931408	46.30407911001236	66.36957813428401	44.18968212610735	45.88116563643245	44.935518538420204	43.234368586673966	48.11070390496651	43.65712713263621	56.1759315821625	57.34627016129033	45.74087329992842	53.1278931358286	49.45738324594562	54.621082621082614	57.51914597354375	43.71008053318523	45.60221870047543	59.963416028352576	42.171934571393436	46.640889318511356	44.26101650851423	57.98368298368298	43.75245837157467	47.757082896117524	55.95938001068947	50.045307443365694	55.50856199711161	43.29276630657733	45.44973544973545	46.00371747211896	43.4685277850935	44.935209697645256	44.83501683501683	44.75368772613415	49.73776223776224	44.540191194291104	42.3066448801743	48.52725576436092	42.262224610424504	40.899557212770915	45.406215921483096	48.66225165562914	59.20333246550378	45.56127160005276	46.070681236921644	48.628294782140934	45.269382391590014	50.09120758847136	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000941055.1.faa	52.222898903775885	52.4910198344526	48.48270995059986	70.8454810495627	51.45596590909091	50.58248238170574	49.358541525995946	45.23176025766699	50.644427596664144	52.376349283067505	62.96239682054418	61.174047373841404	59.00610287707062	44.7261663286004	51.913221728732495	51.94396348181961	47.54749078537	58.12353629976581	55.076058201058196	52.42230347349177	61.936691096210815	68.54378994645016	54.822517031193975	62.69352171952502	52.218885552218886	43.26196473551637	55.2816352004993	50.16335016335016	53.311092577147626	62.487992315081655	60.211695297588065	53.21606254442075	66.75224646983312	52.801145516377304	51.07626076260763	52.3101518784972	48.81360990896881	52.346938775510196	52.89877300613497	46.43360586411052	48.56566239008217	51.65730845861257	52.50381938550331	47.45258986696858	49.116279069767444	60.030326004548904	57.66799733865602	49.55790694303522	57.601749075008414	53.10449268046441	53.85145614337412	52.7796161482462	43.62910270809934	58.57599431818182	52.59397856778364	67.86874038625876	51.936411297141895	59.006550218340614	52.47214484679665	60.472297910990015	64.94389125968073	53.23703445875392	51.22726470068868	48.746135348677434	51.76123546763838	50.16664251557745	60.15915119363395	66.82569432612028	54.39093484419264	54.983050847457626	54.992053171507	57.74109470026064	52.03238320121437	58.49892999082849	48.079255964415694	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000757385.1.faa	42.237741888549394	44.81216457960644	38.971583220568334	48.58213820078227	41.09819774296783	43.00082667401488	41.01781987477926	41.72710179962396	44.652173913043484	45.97665847665848	45.8741054476413	43.56519290340749	49.22185430463576	36.15281337727328	46.436109758077606	47.59687593872034	39.39393939393939	46.700294241277845	45.69494726900677	42.640850196535155	44.52217922000595	48.9990154250082	48.47866734659188	45.63092842770911	46.689950785839024	39.97296079315007	43.87846291331546	41.05696831936355	46.46031746031746	48.496412761410475	51.582069874752804	48.626327321759646	45.020651675080316	47.14867617107943	42.28227346159495	42.042682926829265	43.71966885526691	43.57316087308003	43.42857142857143	38.64035680497365	39.91991162662248	40.74836937864744	45.65848934796643	38.46153846153847	46.558105107327904	46.27536231884058	48.34573373436758	39.56135480288728	46.88849784034554	44.686299615877076	44.269810085134246	45.03071349818869	35.465256071170955	49.755768906855316	47.97865459249677	45.419103313840154	45.802508845287875	49.37079813825203	47.46239047776492	49.25989672977625	46.81845597104945	47.49628160634606	46.83310991957105	41.83123877917414	44.62755438365195	39.82792117679711	52.26510067114094	49.157758341431816	43.529971455756424	45.99516518936342	46.87240520343205	48.51485148514851	45.925569457811996	44.851759894844456	38.3350595546349	47.93976501737547	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000746845.1.faa	49.714371617558626	53.95406197009404	45.194587808620454	56.432797971259504	41.812456263121064	51.996589455733975	44.790279627163784	43.46020761245675	48.06108698907022	51.66110316324909	53.06368849984908	48.04534224676646	57.57002921464169	42.51128951329653	57.696194004715394	64.37781575267982	46.707761277668816	52.6604973973395	53.35942596216569	48.119735258724425	51.10050792673542	56.95555933934957	71.77675732956553	49.53243283360546	72.29351760447516	41.98259788688626	52.71831202833821	49.70665884423585	49.18572133574601	53.3649289099526	60.71489652813409	63.778011204481786	50.079164027865744	77.21742197143361	52.18579234972678	50.00788767944471	50.714812085482684	53.00134138162307	51.271956390066634	45.94594594594595	48.7822247543085	42.4085637823372	66.10878661087865	47.14685314685315	64.56994184266912	53.30139242401557	54.80643044619422	48.059573249319776	55.50580431177446	53.26032852165257	56.36147443519619	49.5757180156658	41.74385574904286	58.55493351994402	71.59148079825592	52.603201347935965	73.05319326329831	55.89605734767025	57.22374742621825	56.45016997674003	54.2817033224146	71.8696397941681	55.73342613537498	48.89942431425669	63.006670087224215	42.33357193987115	59.66196201428821	53.21686544599362	50.4354971240756	52.38970588235294	53.96145610278372	60.38705257749615	68.10244470314319	48.9284636281316	43.51592696254831	53.02301614565441	47.52733801207769	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000733475.1.faa	49.40582777144718	53.01104048176648	47.192192192192195	64.20643729189788	46.994430574227	48.46813725490196	49.37261320240044	45.25014889815366	50.53484602917342	55.91490833621584	58.19846329900278	53.59384808537351	66.3653483992467	43.49457322792443	56.216614477804384	57.38866396761133	47.02066676723488	60.44950835024192	53.72576916236884	50.51311288483467	59.018036072144284	63.665175242356455	60.954783621191545	57.28965960179833	58.39468486263243	46.0941454361397	57.18582887700535	51.13330163258837	54.95511669658887	60.21302181755712	66.76657924316224	60.695752450509325	59.910452901670396	60.69352963967455	51.07747984865932	51.73241852487136	50.717017208413004	53.400549954170486	51.402789171452014	45.614035087719294	48.909705159705155	47.468602825745684	57.62897914379802	46.84535461526879	56.96265560165975	57.89303079416531	60.837658850903885	47.77571825764596	62.36189096178229	54.07756433490395	54.96467088136854	54.83182060864923	42.448603057459145	67.67812560015363	60.54272093876054	60.39439734611132	59.01967930029155	70.81443502267797	58.93965031020869	61.69291338582678	59.43747882073873	59.067844390152224	54.276441389843455	49.50898647396702	54.627201198950914	45.49104385423101	71.95028680688337	60.21307861866275	52.403156384505024	55.397260273972606	56.81958128078818	57.24202626641651	57.70348837209303	56.449239823442866	45.782098941950245	61.904761904761905	52.38519045923816	60.05188067444877	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_000518485.1.faa	54.04444444444444	52.72589217919514	48.259254162653086	65.95709296524197	48.48641210870313	51.70287316047653	49.93449066491975	45.159087805544175	52.30928139294673	52.9503834715918	62.34384295062463	59.865310216363376	66.40189285110698	44.770755885997524	53.84360503644798	57.888293802601375	47.305140961857376	64.04334188765326	53.788121990369184	50.50400237177587	55.193328278999246	63.791659688494384	57.70833333333333	56.98610095098756	57.05958549222798	44.490358126721766	55.13579123046579	52.57374204742625	52.88975230694511	60.09645301804605	64.92851135407905	53.6144578313253	57.530402245088865	56.42225689027561	53.4699371821717	51.39039925431101	50.82086299578672	52.3094688221709	52.551477170993735	46.20670698185816	49.06588003933137	47.711730668069436	58.47192491355179	48.689293598233995	53.90530759951749	60.174118341449024	57.2005166289958	49.555147578025704	58.38772845953003	53.89387755102041	56.37426900584796	53.27658207516864	43.184868822452714	61.76470588235294	58.85167464114832	58.577821979114866	57.35849056603774	63.10320535399788	56.10867364157948	66.64322138209953	62.37517283760946	57.06815114709851	57.26261762189906	49.13391072618254	52.514718250630786	48.91994917407878	63.73136885386329	59.95703189555446	55.79815623483746	56.132851035843466	59.08770941855555	62.135758800741115	58.05923744068075	58.61094586555622	48.04630969609262	62.98986486486486	50.377510040160644	57.91139240506329	63.53048225659691	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
