POCP	GCF_900302505.1.faa	GCF_900302495.1.faa	GCF_900302485.1.faa	GCF_900302465.1.faa	GCF_900231835.1.faa	GCF_900184945.1.faa	GCF_900184895.1.faa	GCF_900184815.1.faa	GCF_900172375.1.faa	GCF_900172275.1.faa	GCF_900142295.1.faa	GCF_900129685.1.faa	GCF_900110025.1.faa	GCF_900109295.1.faa	GCF_900109035.1.faa	GCF_900108275.1.faa	GCF_900107585.1.faa	GCF_900106695.1.faa	GCF_900102905.1.faa	GCF_900100045.1.faa	GCF_023541015.1.faa	GCF_022899245.1.faa	GCF_019623905.1.faa	GCF_019297855.1.faa	GCF_019264375.1.faa	GCF_018457175.1.faa	GCF_016918935.1.faa	GCF_016765795.1.faa	GCF_016765775.1.faa	GCF_016653255.1.faa	GCF_016623495.1.faa	GCF_014681765.1.faa	GCF_014235845.1.faa	GCF_014199445.1.faa	GCF_013415485.1.faa	GCF_013155465.1.faa	GCF_013093415.1.faa	GCF_011326755.1.faa	GCF_011044155.1.faa	GCF_009908165.1.faa	GCF_009833495.1.faa	GCF_009830125.1.faa	GCF_009380135.2.faa	GCF_008369105.1.faa	GCF_008124525.1.faa	GCF_007855645.1.faa	GCF_005938225.1.faa	GCF_005887635.2.faa	GCF_004803475.1.faa	GCF_004348975.1.faa	GCF_004010155.1.faa	GCF_004006175.1.faa	GCF_004000435.1.faa	GCF_003688285.1.faa	GCF_003646465.1.faa	GCF_003544895.1.faa	GCF_003385555.1.faa	GCF_003290025.1.faa	GCF_003254295.1.faa	GCF_003217255.1.faa	GCF_003205515.1.faa	GCF_003172915.1.faa	GCF_003148765.1.faa	GCF_003116585.1.faa	GCF_003075525.1.faa	GCF_003072065.1.faa	GCF_003056725.1.faa	GCF_003054175.1.faa	GCF_003034995.1.faa	GCF_003034985.1.faa	GCF_003034965.1.faa	GCF_003008555.2.faa	GCF_002927635.1.faa	GCF_002900975.1.faa	GCF_002871005.1.faa	GCF_002797755.1.faa	GCF_002760615.1.faa	GCF_002751875.1.faa	GCF_002504165.1.faa	GCF_002358085.1.faa	GCF_002210095.1.faa	GCF_001890925.1.faa	GCF_001879715.1.faa	GCF_001870675.1.faa	GCF_001633165.1.faa	GCF_001294535.1.faa	GCF_001262635.1.faa	GCF_001205715.1.faa	GCF_000812685.1.faa	GCF_000768315.1.faa	GCF_000740785.1.faa	GCF_000740775.1.faa	GCF_000738435.1.faa	GCF_000714535.1.faa	GCF_000600975.2.faa	GCF_000473225.1.faa	GCF_000473205.1.faa	GCF_000429365.1.faa	GCF_000420745.1.faa	GCF_000382265.1.faa	GCA_005473895.2.faa
GCF_003205515.1.faa	60.24940451169959	50.081085065605194	59.876733436055474	59.05856595511768	53.2435202811539	53.44293543006909	53.72090064877242	50.04089422028354	57.31135641917435	57.62967430639324	57.858022158391464	57.920414697362396	56.81086378272434	56.89153823785984	58.756519352182266	60.498781711337244	43.145981688708034	49.20993227990971	60.77839555202542	46.379740815598616	62.56992431720961	47.351878044947355	52.547599892732634	56.39120095124851	60.229007633587784	55.309055392772436	53.46020761245674	55.17486494171169	54.98543891277215	51.70241487925604	47.60090318938752	51.17034230821269	58.926435406698566	52.733168622606556	52.627789776817856	54.77167076838939	52.696911482193	56.68872266973533	45.727420227149814	57.26519337016575	54.37411653840113	55.111683848797256	54.39686613535053	60.81444487130234	55.89085072231139	51.04122396940076	57.41320803967632	47.002724795640326	61.66085136078158	58.77169910573382	49.57001668591965	52.32362147844931	52.65165967188096	56.1948162916548	56.45484113084813	57.659636789689515	60.64047957091023	44.893960350391886	54.53196855066014	51.36944613511869	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003172915.1.faa	53.53332496548262	49.717588335741496	52.37704918032787	50.67584173015482	50.04569787178483	53.740242844752814	50.55804855597745	51.665442076904235	51.081553137175874	52.17099973197534	52.548826925439144	50.778183786709974	53.304904051172706	53.5158277114686	55.544603252833916	52.95247854489561	50.63262019783758	47.79332615715823	56.47719298245614	46.380261876420306	55.32715691951361	45.91964409842903	49.84314671814672	50.754167769251126	53.699186991869915	48.16806302363386	53.837239248004124	50.92828077314344	52.56808854620072	55.342136854741895	47.82718544719555	52.0131370879455	49.827081670657094	51.68354776895702	53.98070739549839	51.33840864440079	54.35040147426615	48.52223078900026	45.22246535375638	53.71747211895911	52.10504376823677	56.41156897875608	52.811854730960775	48.466257668711656	51.77053824362606	55.14006844974014	49.75270843146491	47.31581311769991	53.295809881175735	51.233104102442496	48.54425240691335	47.00087565674256	53.39928678246866	54.58481915435558	50.03399818676337	50.0	58.836657832333664	43.9406690511256	50.49531105534275	48.45987570926776	52.29183618117711	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003148765.1.faa	53.47502137535116	46.91689008042895	53.06366047745358	49.796602057908586	47.252189364132505	53.716645489199486	52.418359331163735	58.8957786787503	49.823828787681066	51.53605831814632	57.01471115895228	49.90143251412801	51.641645306969366	53.544399596367306	53.898752399232244	52.859100535692036	43.190486874579314	43.771122246824376	56.963921034717494	44.00169115315506	53.661616161616166	43.976797517874004	51.633756464503996	53.22705065569555	51.98684210526315	52.01411707435803	53.63135487102429	51.558634339435926	51.906548843965616	47.27225605805365	47.17305801376598	46.59400544959128	47.932282243473765	47.50199309061919	49.355847404627895	52.33142037302726	53.08942049379557	48.63784053986503	45.0390717499408	54.46320868516285	51.59768100310098	61.26462534229524	52.75050278007808	49.644429393836774	47.71978021978022	48.71130842274016	52.49081726354453	45.56115738711092	54.181375532562384	50.33510515368616	50.91053048297704	47.808892689183416	51.55391001907327	53.10951437066402	48.861123396727116	51.30743843615131	51.98267695222628	41.219411885667284	46.6050571171865	48.963526633429545	50.98762180668949	51.317663817663814	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003116585.1.faa	52.751485802333264	45.533669262482825	52.44697239009361	55.59036404882791	47.33424470266576	51.96751426085275	50.16309887869521	48.15293484114163	48.75029198785331	50.728353338771704	55.19438444924406	49.7179125528914	52.0237571491421	50.832672482157015	59.10124526258797	57.9542908357607	41.99531234077244	48.175105485232066	53.9665211062591	47.01737451737451	50.75370624143516	44.29740134744947	51.24906984160731	52.06868733433214	51.30015295917166	51.78806494076349	47.135621834552616	50.97406211733274	51.76855895196506	47.040389972144844	46.81793027116768	44.83940042826553	45.8955655899039	46.8486646884273	47.82999775129301	51.570765410774044	46.718678292794856	51.10661723401865	46.570358480470844	54.07552508433997	47.87157287157287	50.6772640770178	52.80153977758768	56.91740110678418	47.84203447854261	48.87877442273535	66.21579440224743	50.31427716252619	59.787140662716695	61.23730765204648	51.40657084188912	55.241345685031696	48.66490012229923	51.9451566157619	58.44312581715781	50.176597926398536	52.01496138996139	44.24470588235294	46.82393555811277	48.36286820795681	53.703049570234306	48.90056848653867	50.69684585560097	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003075525.1.faa	53.992740471869325	45.87567950839045	51.57301995348268	50.25036163347056	46.43864598025388	50.848803732750916	49.85324947589099	47.010537992235164	47.40713941148095	48.7305980026471	52.25806451612903	47.13522699684389	55.463613693040124	48.95407268902653	52.68265476854433	52.934380776340106	42.17751231268993	44.79913137893594	54.025583145221965	49.01883052527255	51.862833569679	43.533946779408105	53.770384152347596	52.61091947186868	53.63956738364322	48.06692290300701	47.64944863609983	53.678411568920005	54.52193475815523	48.969566259285884	44.26697090701654	51.02535832414553	48.12955659137086	47.320662170447584	52.956864564007425	52.30735016123652	47.75041439734785	49.426485922836285	44.837465564738295	54.77071420562844	46.24658215262242	50.21355188733695	53.46839903105043	54.38448566610455	47.894803388544695	45.81139848935683	53.64521999785891	47.39054649851328	53.72003618272275	53.247872455025316	49.809926082365365	49.624436654982475	49.72752043596731	50.89070221813584	50.96660808435852	48.28964382273422	50.947867298578196	46.43167551907291	48.53919239904988	46.73372924494001	51.12489359114678	47.13354689053352	48.88385635716597	53.88320880849391	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003072065.1.faa	54.17131696428571	50.70443205165836	58.27327097071001	53.64491075078348	51.51603498542274	51.85756676557863	57.05778003041054	52.01574589385096	53.130644190246834	66.11136124868678	54.60365023154454	55.5690440060698	54.19570671870644	60.22579244463743	57.08623752904196	56.449771689497716	40.96263457884737	43.66569690558054	57.90388871324692	45.972518360578064	61.64675069569488	49.577729121050986	52.22326078248097	58.89924545051043	57.270931469381544	53.69547096415671	53.10750681785561	54.62137296532201	54.915769124551225	50.74649148999701	44.70984965575383	50.21557531662625	53.68358386664682	51.06808052866144	52.752293577981646	56.28318584070796	51.67696381288614	54.43219246742088	44.80947892823482	55.08183193508458	53.4385745545483	55.86600142551676	52.86521388216303	53.72448979591836	51.04615876058137	50.90267983074753	52.89223969842715	44.88587291795188	55.87826570316843	53.24165029469549	49.13065712094094	49.04641957538683	55.94122118064353	55.52247270664965	49.81931464174455	54.36652573261408	57.25274725274725	45.882623176754336	51.38806851742469	54.62668484022414	57.93155893536122	51.60027008777853	51.72459016393442	48.96762083528859	49.321541070995885	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003056725.1.faa	41.61261351162558	34.72638874521568	37.774695967569876	37.39207221350079	37.23875218778956	40.17556304309275	39.28338762214983	37.43639921722114	42.07644519321891	36.67507356031946	41.893084845512504	37.81637191570476	42.57504737209534	37.74841221061258	39.852507374631266	39.032552479464556	37.80238183848158	37.40758521363418	40.52729055452664	40.1062416998672	39.410845793349694	38.46652968530334	38.880293947012184	36.48564294631711	39.77104091583634	36.56352601731171	38.472505091649694	39.60475902399677	41.267954432887564	38.34153491780965	36.27883650952858	37.81021897810219	36.41872127037192	35.52350427350427	37.69457727133991	37.575995293194744	37.042793492902284	36.5392435949573	35.18482490272374	43.3227973133149	37.43379094151983	38.05229023104986	41.3920482161952	37.88459740016833	37.25038402457757	43.02524389017399	40.86857576332258	42.28873882095272	42.014130759279524	41.35202135774218	38.960187353629976	37.34584450402145	37.92686331069135	38.47163335352312	40.15444015444015	36.521828665568364	38.512414615634825	35.46712802768166	38.140259740259744	38.176818950930624	38.89478150190921	45.6814193799961	38.766940255774	42.46286367232135	39.51562077968849	37.181520245269056	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003054175.1.faa	56.11163447951013	46.977144261489315	50.21032504780115	50.66374235253377	49.38905180840665	55.97497179197867	51.74696180555556	49.78713611782303	52.045682730923694	50.94528608989608	54.85806600507731	50.63179176143543	51.36502706519182	51.25713591643386	55.37553523897697	51.16418626980317	43.03069747261091	45.63358091379698	54.79738562091503	47.78824493139464	53.087582402798326	46.89038611039129	51.31056393963463	52.65371767907955	51.81530676786844	48.321990143158885	53.105777348932584	51.79401597329837	52.29978986691572	48.92794814260783	44.55633218812937	49.72558884061285	50.317045878403576	48.09092069978291	48.963855421686745	52.255162071749915	49.37207584338833	48.116046707596006	43.320763341332416	54.72949389179755	49.11939911939912	53.92732941599713	52.203699474765926	53.142732431252725	46.98747528015821	52.626574756358444	52.822446489963404	50.609820765722766	54.917840375586856	52.21564906797633	49.83599387710475	48.038505330711104	51.887611195487096	52.81126895069834	55.52465504332014	47.90419161676647	55.23784767351183	46.984348519589275	47.566699604743086	53.248391573104584	53.766299531586284	52.801008133806846	52.072857302491904	52.284727863525596	50.18793067446231	52.19419924337957	44.783455439117134	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003034995.1.faa	54.25352112676056	48.38422769048325	56.268402293506895	50.694539953238895	49.19022379269729	52.04020581548403	50.81799591002045	48.86970817920263	52.32664233576643	53.63153904473086	52.15837228485015	51.93192272309107	60.20264565156206	53.500950153486336	53.152158918471514	58.12680115273775	43.93765171841063	43.87510008006405	59.87535953978907	50.53737759732505	59.84108591292833	49.92096111286753	56.0706104298612	52.249290091167246	66.83555964993091	51.262272089761574	52.06551674155675	55.86680005716735	56.342347365486475	54.84162895927602	45.36813732444318	55.57519717160729	51.120132310930686	51.00170833980432	56.108859293572664	54.50048096743163	53.12035661218425	51.6413593637021	43.959777143633644	59.142024156601416	51.56398104265403	54.72865985317404	55.72902525115395	53.29387545033454	52.64007750686258	47.835374537168896	49.80983606557377	45.4896105512007	52.81986531986532	54.11655874190564	49.94841372194996	45.80965050187447	51.95502172246358	55.00357909806729	49.91831092120146	56.01531438668827	61.12345287210409	50.202569741868274	63.8126491646778	50.05355776587606	57.00015368065161	53.15524056153741	48.35252084160381	46.7833491012299	50.64744686049353	55.123891098195166	37.535938664678945	50.06359704909692	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003034985.1.faa	50.31253551539948	45.754884547069274	49.66879293424926	48.77369007803791	47.00270875044165	49.4928400954654	50.95033077811614	46.810402311624806	50.29607250755287	50.51844707017121	51.911289423827036	48.315290110692125	59.39806927881885	50.948477751756435	51.229324988824324	50.515105915036465	44.541255511232414	44.18579353856195	53.2612793766495	52.09967239154174	52.002583979328165	52.822429906542055	56.25	49.9284862932062	54.249878226984904	47.75172726243063	51.73296115375668	57.69319227230911	57.88346669672039	51.92700204106136	44.2615454961134	51.98276814315697	46.56287425149701	47.81273040058983	52.09713024282561	48.729946524064175	50.599122078538386	48.07290457394938	42.22786487083241	63.098180184228255	46.767966122804836	51.295396715244046	60.231660231660236	49.24506387921022	46.57881398884947	49.076940717807595	48.92749892749893	47.62736236647494	51.41044522487821	51.16555147852363	52.057547868401564	47.50200642054575	49.805774278215225	51.42791340396131	47.825186412593204	48.66902237926973	52.80589926259217	50.53201779841362	55.277876948708794	51.238766091814426	50.134048257372655	51.80389552899513	50.28089887640449	49.20728705071393	51.31006575619625	52.17919145319898	42.236248872858425	51.75190879615103	54.939405067939774	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003034965.1.faa	55.4353704705246	51.33484805452996	58.023410875685286	54.89626007664861	50.45146726862303	52.67537270310875	53.68226600985222	51.17840684660961	54.40919674039581	57.40821361195763	56.6446499339498	54.238779700792016	66.022696568495	56.39624492083508	57.20344599072234	57.94637921503594	44.40477656038409	45.198973042362	59.74977113213305	51.464821222606695	60.92788385671454	52.70311084264573	66.72281974860698	55.47445255474452	62.60831252753708	53.81093455426878	51.1049339819319	69.65583436171671	61.204819277108435	54.82240831648859	47.16133424098026	51.84313725490196	49.80567151288326	52.62063845582776	55.28872848417545	53.941634755050835	53.03159692570453	55.27666065732908	45.499673416067935	62.27496999599946	52.59583459100513	56.75824934419439	64.74810754372227	53.681209717402076	51.33302511943288	50.27329871549604	52.34187602575432	46.56186247449898	56.384698275862064	55.51316291491797	55.25465838509317	51.46526561587857	53.361241073627184	56.9564620244472	50.43014661335272	56.34259912515874	58.04789330100031	56.51930609960828	63.34285714285714	53.14009661835749	56.47508452153461	52.535045198480276	51.71272125302432	51.37111517367459	53.52511200188634	56.80421422300264	39.475585836688346	51.18901691591077	61.942063257463786	62.45717660956881	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003008555.2.faa	55.35759096612296	48.59506302521008	56.98484227775502	56.835769561478934	49.77812581571391	54.74151945377695	51.65631469979296	50.91198433100747	48.87187751813054	52.65907568653717	53.84332023575639	52.75974025974026	54.65145436308927	53.30047983400337	64.39216652297081	64.08450704225352	44.42911348740945	47.25011956001913	59.27328843995511	48.485504110774556	53.92851975112139	44.8443579766537	51.706669883005674	53.51144028567649	57.09061357171882	54.85	51.551036169391175	52.90453794330748	55.45748383888613	50.160000000000004	49.02134107841899	49.84192607003891	52.05424810530515	50.22574907648105	52.64849575726408	55.308702589910396	50.76315789473684	53.91136801541426	49.78733746506258	53.85854081506255	51.84722222222222	52.846360496354094	52.549781447304525	60.42582735477898	53.84397564774175	50.54485554992397	61.082989994114186	48.8829010890311	61.22780695173794	60.67322508000474	49.47820037105751	56.08928766823503	51.690432382704685	54.89497135582432	58.445678033306905	55.8673802375669	56.567205800334634	46.7977705331791	49.115394771587006	47.96758946657664	58.89928155076589	52.552698915559894	50.195799216803124	58.23504181857173	52.639134275618375	54.87311015118791	40.288470909268106	52.31333027943198	53.392370572207085	50.481247925655495	53.94185437401781	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002927635.1.faa	57.27125386768823	54.11161200062179	62.16612377850163	55.17390054613395	55.00848896434635	56.21581302834411	54.37358540806817	56.24105353564271	55.88376177550695	60.15600127347979	58.92831489728487	59.09164116604928	59.81157073457971	60.38602941176471	60.957324106113035	65.00679040289724	45.501730103806224	46.90154574571787	69.52060555088309	49.42314849274283	63.949022346368714	50.85647763179777	57.07653348339898	57.259328943242394	65.61290322580645	58.310107085228104	56.71120558761008	59.42549371633752	58.15478793178836	54.86781700174134	49.6437054631829	53.642948444823176	53.56579362574945	54.750244857982366	57.07354056103109	60.68351522113728	56.739909615084926	56.84641017873372	48.254328697133126	59.7532656023222	59.2820342363304	60.44618631293337	58.35814547001276	53.371765652232206	61.59863945578231	52.24325532866298	54.636214442013134	46.6468151216986	57.98972853998533	56.1345464571271	55.23451149039108	51.80995475113123	54.85159057633435	57.9736211031175	50.641025641025635	59.246681074405686	63.783603272666554	46.7451357194331	57.299327178845246	53.23047251687561	59.20245398773007	54.7124145785877	55.74268360022088	50.95173768881248	50.908167153562815	59.196787148594375	39.45803040317251	53.781957875215255	62.36803638135455	53.806008146639506	61.35130946846428	56.24021630852426	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002900975.1.faa	54.011181900923155	50.83821725500886	57.06984667802385	55.011447468837446	49.60043342814574	54.99552972731336	55.306001188354124	52.10392902408112	53.467280591600385	57.33370442527136	57.36808645899555	53.50766202727401	62.94660257243082	57.9924650161464	56.798469387755105	55.83587836940646	45.71157044428605	45.09585652442795	59.249525478171996	49.8159509202454	58.70024125452352	49.54460026022842	63.89166250624064	55.68525130458665	60.33220720720721	52.93355782929672	51.84245660881175	65.27411702688455	61.01738570508692	53.37210912615981	46.96335078534031	53.12775330396475	48.619165976249654	52.46088193456615	54.660621416188825	54.72801220132181	53.62655374948777	53.91686650679457	45.069182389937104	60.67487811136771	52.29013148388961	57.23003449190767	66.00477566922207	52.19418868826976	50.35377358490566	49.087087876001576	52.336903602726395	46.33750579508577	55.81033812670035	52.62319195881343	54.439784301977234	51.09480812641084	55.36414399429725	55.966209081309394	50.23397285914834	55.066377675426715	57.82678079210793	53.04442036836403	56.57299520219329	52.20319955094021	54.01521555367709	53.733602421796164	53.74324987727049	51.02243837736267	52.478067676882766	55.47762659559545	38.72971348427169	51.271737844552234	58.50446112448662	59.14383561643836	70.76253907842872	52.843273231622746	60.72910491997629	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002871005.1.faa	52.93581119598677	45.265534038255915	50.393894633185624	49.65332140460747	47.808105872622	50.68807339449541	50.25803054239073	47.079152731326644	52.249302776767315	50.31454149528187	54.14197875908329	48.61467106066154	55.89609205879002	49.71804511278196	52.82511210762332	53.16455696202531	43.26173931353969	47.114020731042004	55.59339134821541	49.35788949726232	51.73755186721992	47.10516443666375	53.8165420149582	49.7129873236068	53.567937438905176	49.52846267469606	48.03967327887981	54.79926165205353	54.1888072357264	48.35561980484279	44.95412844036697	47.05817174515236	47.09204518144677	48.027127003699135	48.51381279869449	49.821189092534645	47.87525294607784	49.51083158630328	44.629014396456256	58.361505521748924	47.45656792900888	50.568577396147596	55.018258271550295	52.5680398178545	48.07985757884028	47.45197285171977	52.56024096385542	50.803461063040785	53.574269803386755	54.80623511582594	61.52785145888594	48.561368209255534	49.173423186269346	50.62384473197782	52.056501869547155	49.98818246277475	51.83745139846984	45.586808923375365	51.032835820895514	49.549110407019256	51.83418928833456	48.55683836589698	49.913307325530994	55.4260886738422	51.8413310337831	48.93409672310878	43.16579280419454	52.13469002412672	50.20267780370962	53.66869918699187	55.51736399194026	50.4383531239596	53.398058252427184	53.43563902885937	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002797755.1.faa	55.422197119457785	50.31212841854935	56.860916860916866	53.26071970219219	49.911426040744026	51.24115601391054	51.2170125544453	50.72105480016481	51.99756023177798	55.70928994982515	54.25854465270121	55.1660516605166	52.708803611738155	56.250916019346334	55.497164984096244	56.51545796012714	42.771161480343196	45.02407704654895	60.68910256410256	46.36189564384873	58.276606342354306	47.606214331008246	49.520464676482504	56.046755582196916	56.5050038491147	53.61361079865017	54.54149106234559	51.46869178965468	53.088317495807715	50.362976406533576	47.97326127151187	49.95910577971647	56.580732700135684	51.51845506930385	52.554426705370105	54.22234467557515	53.30750893921334	53.095548789328696	45.51151069336603	53.890048712595686	53.818124207858055	55.98210419974022	52.23189983669025	53.752901728140316	53.554655870445345	48.515134209023415	53.227290653345605	46.963461778276596	54.317862165963426	53.596502848059345	49.392450879007235	47.72754817597867	50.653176229508205	53.82517582890771	51.90830079355082	54.4072050789901	56.44493952896244	43.823222363994894	49.85043374214777	50.98971919594906	58.8226229002928	50.21177756524116	51.96975726223637	48.53045745437307	48.65328109696377	57.45398773006135	37.60802304491625	51.65731769505354	54.851208927464356	48.484848484848484	52.8452874925904	54.247473367932265	58.64147255253298	51.14297884424251	49.735319463252495	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002760615.1.faa	52.31146144013634	44.08899712198362	46.59649925637799	48.89632806778952	46.079295154185026	53.75293565054016	50.19778481012658	45.51997496609992	47.991877256317686	48.339524935269615	49.3620581468312	46.50397275822928	50.585480093676814	48.97579143389199	52.10233826150781	49.85912440398786	45.160652496292634	44.12185647106931	51.22864498010765	46.62352279122116	49.057509905150674	45.26352449500813	49.2120712740756	47.9563425771244	49.255766390182934	45.33871310256955	49.559159682159574	48.766828217555194	50.369900655252586	49.86544068176721	43.38652672164507	51.85646131507986	48.03669314240967	44.94098773920018	49.064810787298825	48.41610036591741	48.72477267686848	45.4308377702923	42.53135689851767	52.565588452217895	43.919702947319564	49.44233892799134	52.19598094054278	51.65009940357853	44.28723027944818	49.33404940923738	51.427418541309386	49.80145278450363	52.463891248937976	51.3140537798072	47.95857398924517	46.53784219001611	49.7923670160174	49.39070419497465	52.63055148853098	46.65712082828505	51.28055878928988	45.547725816784116	46.97508896797153	48.19222486682534	51.313246162592385	52.56103896103896	48.19705434230574	50.88421444527178	47.632232194004196	48.92363471561296	43.608185632331534	58.285714285714285	49.269239552409225	53.12231041407669	50.828363154406894	51.44370585791441	49.70988750740083	49.52401326345064	50.77188608687314	49.107551487414185	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002751875.1.faa	55.39646089423207	50.659668038019575	56.15748963883955	53.35357803010299	51.79704016913319	55.48498845265589	54.52196382428941	53.48592475664299	54.513737461840385	56.973035662510874	56.5527253530421	54.095238095238095	54.29882575246322	58.34266517357223	57.309322033898304	58.13889272400938	45.04305043050431	46.53071694241375	61.08824874256973	47.76996657831047	57.18789407313998	50.23382108915372	53.68979803210772	55.83357163282814	56.308685446009385	51.87676577424997	56.51207997778395	54.30136986301369	58.11154206232446	52.77657579691331	47.483677910772585	53.101736972704714	53.551912568306015	51.48323939483833	53.543197892109276	57.717678100263846	54.24427697995166	52.95095594347464	49.0211433046202	56.541433519850784	53.71626714910297	56.910344827586215	55.430955796062065	52.804953560371516	52.27832512315271	52.61433447098977	54.679616548940466	48.00959232613909	57.36778360920468	53.7992376111817	50.949484919945384	49.766682221185256	54.139500553573626	55.33754116355654	51.28329297820823	54.59543276007894	58.2437547312642	47.338403041825096	50.60653632082204	54.18250950570342	56.696035242290755	54.18848167539267	54.38931297709924	50.679301290101606	49.381552597479086	60.76596988744336	39.90096967196204	53.7905695039804	55.08637236084453	52.726628895184135	57.094355637289574	55.8026952767238	59.84520123839009	55.71700162954916	51.17243012790147	58.40118430792006	53.04050325571129	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002504165.1.faa	55.38173552613986	48.51929824561403	53.19086651053864	50.20915032679738	50.8855110863199	49.71382783882784	51.846885285871025	49.24459494660068	55.600287562904384	53.4270146257528	57.846596106102176	52.557600347775676	54.0814963259853	53.73961218836565	53.12008390141584	52.01530263697226	42.529856202778454	46.00533468817478	57.284917884586406	45.56152176396664	56.02803738317756	50.08202833706189	51.46153846153846	54.05940594059406	54.686593151479975	49.19430017312558	54.72657323440505	52.589479392624725	53.952072024361186	49.464973605364534	44.4264943457189	51.50653045389888	54.01137980085349	50.3813435024934	50.58323041031974	51.946185997910135	52.904768603179065	50.09596928982726	43.4479193590075	56.34397256660512	51.48308242659114	53.125853125853126	52.96320206584893	51.52741994847258	48.691418137553256	50.87150385083097	53.373313343328334	48.41967680608365	53.89636339416545	52.8316133903851	48.702815689167586	46.46160962072155	51.2370505789153	53.041825095057035	51.0556621880998	50.37656903765691	54.976799880257445	44.53315591040142	49.75292954962586	53.225339890078104	56.36073191983735	51.32192846034215	52.016129032258064	49.043576683644595	49.50379451255108	55.385282636981344	41.01330603889458	54.79917485742022	52.95663600525624	51.28685072531586	52.456263121063685	53.258194066588935	56.15055079559363	51.962365591397855	52.00704225352113	57.56111843068364	51.36259166028236	56.52964205816555	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_002358085.1.faa	57.82127143073888	50.85778419111753	62.61776581426649	53.59361135758651	51.37673086105363	50.764525993883794	50.512645249487356	51.03092783505154	58.67809461018625	56.671048307591185	57.32446415373245	56.943289539331445	61.315749583143855	55.95388502842704	56.5727002967359	59.244285492147405	43.49549057119432	46.22763063707946	62.723951991650715	50.095359186268276	64.53362255965293	52.34657039711191	55.75810185185185	55.774830152054356	74.55029980013325	54.145899410965114	54.804381846635366	58.92416769420469	58.214553638409605	54.20682894951805	49.067278287461775	51.102994886778674	53.04461087593618	53.6424957841484	54.82106579152992	54.28486997635934	54.84648770294165	54.65188885419919	44.90510948905109	62.16014341201076	55.265418313004645	55.74712643678161	55.97199941665452	54.7019138097205	56.755805770584104	50.959619223092275	52.47329960652052	45.39054197662062	57.59178123583622	56.40408047605554	52.587991718426494	49.407216494845365	50.81317479841465	56.593576281655345	48.79162191192266	59.91722381407195	61.00466079751424	46.309963099631	65.34301856335755	53.84998340524394	62.62087362454152	54.203280609256	51.22020431328036	50.119541965521584	52.41630845382311	57.43904461768121	38.43728889889665	50.37399700802394	66.76732091930884	53.68146214099217	61.97858398593576	55.775142731664474	65.91713881019831	58.333333333333336	53.41981132075472	57.496214033316505	46.39350224269608	56.305874840357596	55.82018927444795	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
